INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (1, 'Asha Kapoor', 'asha.kapoor1@example.com', 'Bengaluru', 'Karnataka', '2024-03-04');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (2, 'Priya Patel', 'priya.patel2@example.com', 'Chennai', 'Tamil Nadu', '2024-12-07');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (3, 'Sanjay Mehta', 'sanjay.mehta3@example.com', 'Mumbai', 'Maharashtra', '2024-07-22');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (4, 'Rahul Iyer', 'rahul.iyer4@example.com', 'New Delhi', 'Delhi', '2024-05-04');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (5, 'Divya Shankar', 'divya.shankar5@example.com', 'Hyderabad', 'Telangana', '2024-09-05');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (6, 'Amit Joshi', 'amit.joshi6@example.com', 'Pune', 'Maharashtra', '2024-02-14');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (7, 'Neha Gupta', 'neha.gupta7@example.com', 'Kolkata', 'West Bengal', '2024-06-06');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (8, 'Rohit Singh', 'rohit.singh8@example.com', 'Ahmedabad', 'Gujarat', '2024-04-13');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (9, 'Kavya Reddy', 'kavya.reddy9@example.com', 'Surat', 'Gujarat', '2024-09-04');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (10, 'Anita Bose', 'anita.bose10@example.com', 'Jaipur', 'Rajasthan', '2024-02-20');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (11, 'Vijay Sharma', 'vijay.sharma11@example.com', 'Bengaluru', 'Karnataka', '2024-02-20');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (12, 'Sneha Nair', 'sneha.nair12@example.com', 'Chennai', 'Tamil Nadu', '2024-08-25');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (13, 'Karan Patel', 'karan.patel13@example.com', 'Mumbai', 'Maharashtra', '2024-07-20');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (14, 'Pooja Kapoor', 'pooja.kapoor14@example.com', 'New Delhi', 'Delhi', '2024-11-18');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (15, 'Manish Kumar', 'manish.kumar15@example.com', 'Hyderabad', 'Telangana', '2024-07-05');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (16, 'Rakesh Iyer', 'rakesh.iyer16@example.com', 'Pune', 'Maharashtra', '2024-09-27');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (17, 'Meera Joshi', 'meera.joshi17@example.com', 'Kolkata', 'West Bengal', '2024-05-11');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (18, 'Isha Gupta', 'isha.gupta18@example.com', 'Ahmedabad', 'Gujarat', '2024-10-05');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (19, 'Lokesh Reddy', 'lokesh.reddy19@example.com', 'Surat', 'Gujarat', '2024-02-06');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (20, 'Geeta Sharma', 'geeta.sharma20@example.com', 'Jaipur', 'Rajasthan', '2024-03-17');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (21, 'Arun Mehta', 'arun.mehta21@example.com', 'Bengaluru', 'Karnataka', '2024-06-09');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (22, 'Ritu Kapoor', 'ritu.kapoor22@example.com', 'Chennai', 'Tamil Nadu', '2024-03-09');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (23, 'Nisha Singh', 'nisha.singh23@example.com', 'Mumbai', 'Maharashtra', '2024-10-14');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (24, 'Deepak Iyer', 'deepak.iyer24@example.com', 'New Delhi', 'Delhi', '2024-06-23');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (25, 'Smita Patel', 'smita.patel25@example.com', 'Hyderabad', 'Telangana', '2024-01-21');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (26, 'Anu Joshi', 'anu.joshi26@example.com', 'Pune', 'Maharashtra', '2024-01-24');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (27, 'Shruti Gupta', 'shruti.gupta27@example.com', 'Kolkata', 'West Bengal', '2024-02-03');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (28, 'Kapil Reddy', 'kapil.reddy28@example.com', 'Ahmedabad', 'Gujarat', '2024-03-14');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (29, 'Varun Sharma', 'varun.sharma29@example.com', 'Surat', 'Gujarat', '2024-06-16');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (30, 'Lekha Bose', 'lekha.bose30@example.com', 'Jaipur', 'Rajasthan', '2024-04-08');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (31, 'Harish Kumar', 'harish.kumar31@example.com', 'Bengaluru', 'Karnataka', '2024-08-04');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (32, 'Nandita Iyer', 'nandita.iyer32@example.com', 'Chennai', 'Tamil Nadu', '2024-05-20');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (33, 'Padma Patel', 'padma.patel33@example.com', 'Mumbai', 'Maharashtra', '2024-06-12');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (34, 'Sowmya Reddy', 'sowmya.reddy34@example.com', 'New Delhi', 'Delhi', '2024-08-27');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (35, 'Bhavana Joshi', 'bhavana.joshi35@example.com', 'Hyderabad', 'Telangana', '2024-01-31');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (36, 'Mohan Gupta', 'mohan.gupta36@example.com', 'Pune', 'Maharashtra', '2024-11-01');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (37, 'Ramesh Sharma', 'ramesh.sharma37@example.com', 'Kolkata', 'West Bengal', '2024-04-07');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (38, 'Tara Kapoor', 'tara.kapoor38@example.com', 'Ahmedabad', 'Gujarat', '2024-08-19');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (39, 'Suman Mehta', 'suman.mehta39@example.com', 'Surat', 'Gujarat', '2024-07-06');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (40, 'Vikas Iyer', 'vikas.iyer40@example.com', 'Jaipur', 'Rajasthan', '2024-03-02');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (41, 'Rina Reddy', 'rina.reddy41@example.com', 'Bengaluru', 'Karnataka', '2024-04-20');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (42, 'Ashok Bose', 'ashok.bose42@example.com', 'Chennai', 'Tamil Nadu', '2024-11-28');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (43, 'Jyoti Sharma', 'jyoti.sharma43@example.com', 'Mumbai', 'Maharashtra', '2024-03-09');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (44, 'Kiran Patel', 'kiran.patel44@example.com', 'New Delhi', 'Delhi', '2024-06-27');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (45, 'Divakar Joshi', 'divakar.joshi45@example.com', 'Hyderabad', 'Telangana', '2024-08-11');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (46, 'Rekha Gupta', 'rekha.gupta46@example.com', 'Pune', 'Maharashtra', '2024-07-03');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (47, 'Sudeep Reddy', 'sudeep.reddy47@example.com', 'Kolkata', 'West Bengal', '2024-08-28');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (48, 'Yash Sharma', 'yash.sharma48@example.com', 'Ahmedabad', 'Gujarat', '2024-10-09');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (49, 'Zoya Iyer', 'zoya.iyer49@example.com', 'Surat', 'Gujarat', '2024-03-13');
INSERT INTO customers (customer_id, customer_name, email, city, state, created_at) VALUES (50, 'Imran Khan', 'imran.khan50@example.com', 'Jaipur', 'Rajasthan', '2024-10-03');

-- Insert products
INSERT INTO products (product_id, product_name, category, price) VALUES (1, 'Smartphone Model A', 'Electronics', 14999.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (2, 'Bluetooth Headphones', 'Electronics', 2499.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (3, 'Portable Charger 10000mAh', 'Electronics', 1199.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (4, 'LED TV 32 inch', 'Electronics', 15999.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (5, 'Mixer Grinder', 'Home & Kitchen', 3499.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (6, 'Non-stick Cookware Set', 'Home & Kitchen', 2799.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (7, 'Ceramic Dinner Set (12 pcs)', 'Home & Kitchen', 1999.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (8, 'Vacuum Cleaner', 'Home & Kitchen', 5999.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (9, 'Rice (5kg)', 'Grocery', 399.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (10, 'Cooking Oil (1L)', 'Grocery', 199.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (11, 'Sugar (2kg)', 'Grocery', 90.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (12, 'Tea (250g)', 'Grocery', 150.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (13, 'Yoga Mat', 'Sports & Fitness', 799.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (14, 'Dumbbell Set (10kg)', 'Sports & Fitness', 2499.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (15, 'Running Shoes', 'Sports & Fitness', 2999.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (16, 'Sports Water Bottle', 'Sports & Fitness', 299.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (17, 'Children''s Story Book', 'Books & Stationery', 299.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (18, 'Notebook (200 pages)', 'Books & Stationery', 129.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (19, 'Ballpoint Pen (pack of 10)', 'Books & Stationery', 99.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (20, 'Study Lamp', 'Books & Stationery', 899.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (21, 'Earbuds Basic', 'Electronics', 799.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (22, 'Induction Cooktop', 'Home & Kitchen', 3199.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (23, 'Organic Honey (500g)', 'Grocery', 399.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (24, 'Protein Powder (1kg)', 'Sports & Fitness', 1499.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (25, 'Bestseller Novel', 'Books & Stationery', 399.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (26, 'Hand Blender', 'Home & Kitchen', 1599.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (27, 'Smart Watch', 'Electronics', 4999.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (28, 'Floor Mop Set', 'Home & Kitchen', 499.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (29, 'Breakfast Cereal (500g)', 'Grocery', 199.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (30, 'Trekking Backpack', 'Sports & Fitness', 3499.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (31, 'Sketchbook A4', 'Books & Stationery', 249.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (32, 'HDMI Cable', 'Electronics', 399.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (33, 'Pressure Cooker 5L', 'Home & Kitchen', 2199.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (34, 'Masala Box', 'Grocery', 299.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (35, 'Skipping Rope', 'Sports & Fitness', 249.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (36, 'Children''s Educational Book', 'Books & Stationery', 349.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (37, 'Wireless Mouse', 'Electronics', 699.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (38, 'Cutting Board', 'Home & Kitchen', 349.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (39, 'Pasta (500g)', 'Grocery', 129.00);
INSERT INTO products (product_id, product_name, category, price) VALUES (40, 'Football', 'Sports & Fitness', 899.00);

-- Insert orders
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (1, 39, '2024-10-11', 'Shipped');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (2, 22, '2024-03-01', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (3, 28, '2024-03-15', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (4, 14, '2024-11-06', 'Cancelled');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (5, 40, '2024-03-21', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (6, 6, '2024-02-22', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (7, 3, '2024-08-21', 'Returned');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (8, 8, '2024-04-18', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (9, 44, '2024-06-21', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (10, 41, '2024-04-20', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (11, 43, '2024-03-09', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (12, 4, '2024-05-26', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (13, 46, '2024-07-23', 'Shipped');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (14, 30, '2024-04-08', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (15, 13, '2024-07-14', 'Cancelled');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (16, 16, '2024-09-11', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (17, 11, '2024-02-28', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (18, 33, '2024-06-12', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (19, 31, '2024-08-04', 'Cancelled');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (20, 25, '2024-01-21', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (21, 21, '2024-06-09', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (22, 48, '2024-10-20', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (23, 12, '2024-08-25', 'Shipped');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (24, 36, '2024-11-01', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (25, 27, '2024-02-03', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (26, 18, '2024-10-05', 'Returned');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (27, 34, '2024-08-27', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (28, 9, '2024-09-04', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (29, 10, '2024-02-20', 'Shipped');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (30, 1, '2024-03-04', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (31, 24, '2024-06-23', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (32, 35, '2024-01-31', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (33, 38, '2024-08-19', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (34, 5, '2024-09-05', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (35, 17, '2024-05-11', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (36, 2, '2024-12-07', 'Shipped');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (37, 26, '2024-01-24', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (38, 7, '2024-06-06', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (39, 29, '2024-06-16', 'Returned');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (40, 32, '2024-05-20', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (41, 15, '2024-07-05', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (42, 47, '2024-08-28', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (43, 20, '2024-03-17', 'Delivered');
INSERT INTO orders (order_id, customer_id, order_date, status) VALUES (44, 37, '2024-04-07', 'Delivered');
